date,1. open,2. high,3. low,4. close,5. volume
2025-03-07 11:00:00,258.94,259.79,257.65,258.815,2386724.0
2025-03-07 10:45:00,258.28,261.6,257.42,259.02,3922073.0
2025-03-07 10:30:00,260.9,260.9,256.94,258.34,5262454.0
2025-03-07 10:15:00,262.75,264.08,260.8324,260.9493,4283892.0
2025-03-07 10:00:00,262.12,264.3776,260.63,262.77,3834872.0
2025-03-07 09:45:00,263.38,266.2499,261.8172,262.015,5098133.0
2025-03-07 09:30:00,259.32,265.8,258.97,263.38,8730446.0
2025-03-07 09:15:00,258.87,260.0,258.5,259.29,248448.0
2025-03-07 09:00:00,259.43,260.5,258.18,258.99,367717.0
2025-03-07 08:45:00,261.58,262.12,258.84,259.6,393353.0
2025-03-07 08:30:00,259.26,264.38,258.32,261.89,1114224.0
2025-03-07 08:15:00,258.45,259.84,258.32,259.34,255398.0
2025-03-07 08:00:00,259.0,264.4,257.5,258.425,722417.0
2025-03-07 07:45:00,257.55,259.1,257.51,259.0,254963.0
2025-03-07 07:30:00,258.9,259.56,257.5,257.55,229381.0
2025-03-07 07:15:00,261.47,261.49,258.26,258.92,235695.0
2025-03-07 07:00:00,262.36,262.5,260.3,261.43,180766.0
2025-03-07 06:45:00,262.3,262.5,262.21,262.32,26132.0
2025-03-07 06:30:00,262.68,262.92,262.15,262.34,29813.0
2025-03-07 06:15:00,262.28,263.03,262.18,262.71,24806.0
2025-03-07 06:00:00,262.58,262.77,262.07,262.24,29373.0
2025-03-07 05:45:00,262.83,263.13,262.32,262.59,32518.0
2025-03-07 05:30:00,262.07,263.07,261.81,262.83,37114.0
2025-03-07 05:15:00,262.58,262.7,261.8,262.06,42302.0
2025-03-07 05:00:00,262.87,263.2,262.08,262.65,41989.0
2025-03-07 04:45:00,262.66,263.76,262.61,262.95,40704.0
2025-03-07 04:30:00,263.65,264.0,262.46,262.63,55298.0
2025-03-07 04:15:00,263.5,264.4,263.2,263.74,95040.0
2025-03-07 04:00:00,261.8,263.6,261.03,263.49,132733.0
2025-03-06 19:45:00,261.59,261.84,261.02,261.2,95883.0
2025-03-06 19:30:00,262.15,262.5,261.21,261.595,85468.0
2025-03-06 19:15:00,263.615,263.66,262.0,262.0047,59942.0
2025-03-06 19:00:00,262.8447,263.68,262.8025,263.595,54351.0
2025-03-06 18:45:00,263.102,263.3,262.695,262.958,41681.0
2025-03-06 18:30:00,263.08,263.5,263.0,263.11,34530.0
2025-03-06 18:15:00,263.67,263.81,263.0,263.23,34631.0
2025-03-06 18:00:00,263.92,263.98,263.29,263.68,33021.0
2025-03-06 17:45:00,263.62,264.0,263.3547,263.92,57113.0
2025-03-06 17:30:00,263.66,264.05,262.95,263.5045,91162.0
2025-03-06 17:15:00,264.84,265.0,263.6,263.65,67790.0
2025-03-06 17:00:00,264.55,281.9166,247.2111,264.761,112189.0
2025-03-06 16:45:00,264.69,277.9381,250.3827,264.5017,76763.0
2025-03-06 16:30:00,265.07,265.31,263.45,264.59,163592.0
2025-03-06 16:15:00,263.97,282.455,263.4439,265.09,414526.0
2025-03-06 16:00:00,263.43,265.28,262.16,263.84,8368636.0
2025-03-06 15:45:00,260.77,264.34,260.6,263.43,5144635.0
2025-03-06 15:30:00,261.17,264.0,260.55,260.8,3559440.0
2025-03-06 15:15:00,263.1,263.9498,260.08,261.12,3125907.0
2025-03-06 15:00:00,261.86,264.34,261.07,263.14,2884951.0
2025-03-06 14:45:00,261.88,266.62,261.52,261.834,4574947.0
2025-03-06 14:30:00,260.45,262.54,260.02,261.81,2266815.0
2025-03-06 14:15:00,262.15,262.77,260.02,260.56,2404126.0
2025-03-06 14:00:00,262.7539,263.17,261.38,262.1508,2729971.0
2025-03-06 13:45:00,260.42,263.04,260.41,262.7643,2321722.0
2025-03-06 13:30:00,263.0,263.58,260.11,260.465,3358253.0
2025-03-06 13:15:00,263.5661,264.64,262.75,262.95,1679225.0
2025-03-06 13:00:00,263.905,264.5,262.45,263.6156,2229936.0
2025-03-06 12:45:00,264.2,264.5599,261.77,263.98,3331127.0
2025-03-06 12:30:00,263.39,264.73,263.14,264.169,1858510.0
2025-03-06 12:15:00,263.46,265.6099,262.9101,263.33,2840609.0
2025-03-06 12:00:00,264.7,265.7677,262.85,263.4692,3665871.0
2025-03-06 11:45:00,267.16,267.7791,264.65,264.7,3128033.0
2025-03-06 11:30:00,269.33,271.2395,266.73,267.11,3020180.0
2025-03-06 11:15:00,269.95,270.27,267.58,269.33,2706871.0
2025-03-06 11:00:00,269.94,271.4387,268.86,269.95,2499491.0
2025-03-06 10:45:00,271.86,272.65,268.66,269.82,3171686.0
2025-03-06 10:30:00,270.7214,272.45,269.05,271.86,3107832.0
2025-03-06 10:15:00,269.96,271.4999,268.78,270.71,4063571.0
2025-03-06 10:00:00,266.59,270.4384,265.62,269.985,4706030.0
2025-03-06 09:45:00,265.0,268.59,264.73,266.59,4849863.0
2025-03-06 09:30:00,272.06,272.118,264.4,265.135,10123719.0
2025-03-06 09:15:00,271.68,272.39,270.92,272.07,193626.0
2025-03-06 09:00:00,271.58,271.99,270.72,271.65,213689.0
2025-03-06 08:45:00,272.08,272.43,271.3,271.52,124313.0
2025-03-06 08:30:00,271.47,273.13,271.05,272.08,277888.0
2025-03-06 08:15:00,271.33,272.11,270.65,271.31,217708.0
2025-03-06 08:00:00,272.48,280.33,270.5,271.3,719880.0
2025-03-06 07:45:00,272.71,273.1,272.16,272.49,55534.0
2025-03-06 07:30:00,273.26,273.35,271.97,272.77,131274.0
2025-03-06 07:15:00,273.15,273.55,272.7,273.3,55567.0
2025-03-06 07:00:00,274.44,274.52,272.7,273.25,121285.0
2025-03-06 06:45:00,274.45,274.74,273.98,274.36,42323.0
2025-03-06 06:30:00,273.5,274.68,273.42,274.47,47960.0
2025-03-06 06:15:00,273.69,274.0,273.32,273.54,44115.0
2025-03-06 06:00:00,273.6,273.75,272.97,273.59,59829.0
2025-03-06 05:45:00,273.28,273.98,273.0,273.59,37199.0
2025-03-06 05:30:00,274.2,274.2,273.08,273.37,49198.0
2025-03-06 05:15:00,273.79,274.78,273.38,274.16,77737.0
2025-03-06 05:00:00,273.4,274.04,272.58,273.7,52477.0
2025-03-06 04:45:00,274.23,274.59,272.4,273.5,72208.0
2025-03-06 04:30:00,272.93,274.46,272.28,274.25,67585.0
2025-03-06 04:15:00,273.5,274.24,272.72,272.87,109838.0
2025-03-06 04:00:00,275.24,278.38,273.2,273.6,187320.0
2025-03-05 19:45:00,278.6204,278.76,278.25,278.48,56411.0
2025-03-05 19:30:00,278.895,278.99,278.62,278.6786,19966.0
2025-03-05 19:15:00,278.745,279.25,278.6547,278.86,22943.0
2025-03-05 19:00:00,278.3001,278.85,278.25,278.77,24332.0
2025-03-05 18:45:00,278.53,278.77,278.25,278.3001,21764.0
2025-03-05 18:30:00,279.23,279.36,278.26,278.57,30216.0
2025-03-05 18:15:00,279.1,279.55,279.0,279.23,51678.0
2025-03-05 18:00:00,277.94,279.1,277.94,279.01,26428.0
2025-03-05 17:45:00,278.85,279.0,277.93,278.08,64177.0
2025-03-05 17:30:00,279.3,279.55,278.6,278.89,41743.0
2025-03-05 17:15:00,279.45,279.7,279.1,279.2,28934.0
2025-03-05 17:00:00,279.4,279.95,279.1,279.45,30666.0
2025-03-05 16:45:00,279.03,368.8424,206.7412,279.295,59455.0
2025-03-05 16:30:00,279.375,341.5964,201.5862,279.04,241386.0
2025-03-05 16:15:00,278.71,279.5,278.66,279.3,162712.0
2025-03-05 16:00:00,279.26,402.86,273.9127,278.6619,8696645.0
2025-03-05 15:45:00,276.79,279.55,275.26,279.26,4973596.0
2025-03-05 15:30:00,276.8,276.9784,275.68,276.79,2041385.0
2025-03-05 15:15:00,277.22,277.4,273.52,276.82,2932913.0
2025-03-05 15:00:00,276.19,278.1399,275.72,277.2223,2181169.0
2025-03-05 14:45:00,275.89,277.43,275.6501,276.185,1678581.0
2025-03-05 14:30:00,277.0,277.87,275.23,275.88,1975862.0
2025-03-05 14:15:00,278.608,279.16,276.62,276.94,2498716.0
2025-03-05 14:00:00,274.72,278.94,273.66,278.53,3199549.0
2025-03-05 13:45:00,272.025,274.96,272.0001,274.82,1815018.0
2025-03-05 13:30:00,272.375,273.55,271.2,272.015,1872293.0
2025-03-05 13:15:00,272.68,273.6,271.4938,272.4319,1598542.0
2025-03-05 13:00:00,275.36,275.47,271.0,272.745,2564538.0
2025-03-05 12:45:00,274.19,276.06,271.53,275.36,2792961.0
2025-03-05 12:30:00,273.1275,275.3,272.55,274.19,2191968.0
2025-03-05 12:15:00,272.2012,274.1489,271.7,273.1867,2007675.0
2025-03-05 12:00:00,272.15,273.91,271.41,272.17,2341619.0
2025-03-05 11:45:00,268.45,273.53,268.01,272.25,2922897.0
2025-03-05 11:30:00,270.55,270.6,268.0,268.41,3410335.0
2025-03-05 11:15:00,270.2,271.1303,268.8,270.6,2896088.0
2025-03-05 11:00:00,272.88,272.88,268.87,270.165,3392354.0
2025-03-05 10:45:00,272.9,274.5,270.9001,272.875,3059425.0
2025-03-05 10:30:00,270.25,273.88,269.4101,272.9315,3383259.0
2025-03-05 10:15:00,273.22,273.68,269.5,270.24,5168135.0
2025-03-05 10:00:00,271.5,278.2699,271.5,273.245,6357719.0
2025-03-05 09:45:00,274.4701,274.92,269.21,271.5,5573971.0
2025-03-05 09:30:00,272.92,275.6182,267.71,274.51,9450510.0
2025-03-05 09:15:00,272.7863,273.99,272.5,273.0,328824.0
2025-03-05 09:00:00,272.6,272.99,270.56,272.6,457296.0
2025-03-05 08:45:00,272.64,301.585,264.225,272.61,243387.0
2025-03-05 08:30:00,273.96,275.18,272.04,272.57,347975.0
2025-03-05 08:15:00,275.99,276.48,273.325,273.96,282807.0
2025-03-05 08:00:00,275.49,281.8,272.04,276.04,613661.0
2025-03-05 07:45:00,276.9,276.99,275.33,275.49,98384.0
2025-03-05 07:30:00,275.88,276.98,275.83,276.87,74389.0
2025-03-05 07:15:00,275.0,275.97,274.2,275.85,110833.0
2025-03-05 07:00:00,274.94,276.0,274.39,275.0,152920.0
2025-03-05 06:45:00,277.15,277.18,273.64,274.96,163972.0
2025-03-05 06:30:00,276.6,277.5,276.37,277.06,46531.0
2025-03-05 06:15:00,277.41,277.8,276.1,276.65,82612.0
2025-03-05 06:00:00,277.62,278.15,277.36,277.46,46304.0
2025-03-05 05:45:00,278.17,278.37,276.66,277.64,50619.0
2025-03-05 05:30:00,277.36,278.78,277.3,278.2,63684.0
2025-03-05 05:15:00,278.85,279.04,276.51,277.44,136667.0
2025-03-05 05:00:00,280.0,280.28,278.5,278.85,52939.0
2025-03-05 04:45:00,280.52,281.5,279.02,280.0,93561.0
2025-03-05 04:30:00,279.21,280.54,279.21,280.54,77024.0
2025-03-05 04:15:00,278.6,279.78,278.18,279.22,96447.0
2025-03-05 04:00:00,278.8,280.4,277.18,278.6,153211.0
2025-03-04 16:00:00,271.99,273.9,269.6,273.5999,7899413.0
2025-03-04 15:45:00,275.945,276.97,270.331,271.99,5580159.0
2025-03-04 15:30:00,282.955,283.3199,275.2,275.9891,3941673.0
2025-03-04 15:15:00,282.19,284.33,281.36,283.03,2328202.0
2025-03-04 15:00:00,280.25,282.5,278.84,282.198,2176611.0
2025-03-04 14:45:00,280.005,280.5,278.58,280.34,1569679.0
2025-03-04 14:30:00,279.24,280.73,277.6,280.0986,2206644.0
2025-03-04 14:15:00,276.47,281.5,275.86,279.16,4039880.0
2025-03-04 14:00:00,276.32,278.5,275.8049,276.4921,3420930.0
2025-03-04 13:45:00,273.26,276.6524,273.09,276.35,2593933.0
2025-03-04 13:30:00,271.1075,273.97,270.12,273.3504,2293656.0
2025-03-04 13:15:00,274.12,274.38,270.88,271.136,2218302.0
2025-03-04 13:00:00,270.465,274.45,269.77,274.35,3190099.0
2025-03-04 12:45:00,271.09,272.9801,269.73,270.43,2784732.0
2025-03-04 12:30:00,271.91,272.51,268.66,271.03,3256774.0
2025-03-04 12:15:00,268.51,273.07,267.79,271.9891,3741355.0
2025-03-04 12:00:00,268.186,269.3009,266.65,268.6,2626241.0
2025-03-04 11:45:00,268.0,269.76,266.87,268.23,3374506.0
2025-03-04 11:30:00,262.68,268.62,262.6118,268.0,3656518.0
2025-03-04 11:15:00,265.63,273.7775,262.0752,262.7605,3026571.0
2025-03-04 11:00:00,265.83,266.6939,262.5101,265.7976,3689415.0
2025-03-04 10:45:00,266.84,267.8156,264.44,265.79,3749839.0
2025-03-04 10:30:00,265.57,267.3,263.68,266.86,4505234.0
2025-03-04 10:15:00,266.385,266.4861,261.8401,265.61,6704915.0
2025-03-04 10:00:00,265.88,267.92,263.62,266.385,8506616.0
2025-03-04 09:45:00,272.74,274.71,265.78,265.89,9795114.0
2025-03-04 09:30:00,270.93,278.28,270.07,272.6634,11689740.0
2025-03-04 09:15:00,273.54,301.45,270.2,270.89,639377.0
2025-03-04 09:00:00,271.96,274.66,271.89,273.54,470111.0
2025-03-04 08:45:00,272.63,273.1,271.44,272.13,406206.0
2025-03-04 08:30:00,270.574,273.84,270.4,272.72,695213.0
2025-03-04 08:15:00,273.1762,273.73,270.53,270.55,678373.0
2025-03-04 08:00:00,279.4,285.91,273.0,273.1,1089043.0
2025-03-04 07:45:00,275.72,276.22,273.67,274.41,349581.0
2025-03-04 07:30:00,275.59,277.17,274.9,275.72,290714.0
2025-03-04 07:15:00,276.83,277.09,274.89,275.59,413518.0
2025-03-04 07:00:00,279.97,280.04,276.5,276.75,306040.0
2025-03-04 06:45:00,280.37,280.99,279.69,279.91,60813.0
2025-03-04 06:30:00,280.28,281.64,279.43,280.37,91723.0
2025-03-04 06:15:00,279.22,280.32,278.75,280.3,64268.0
2025-03-04 06:00:00,278.8,280.0,278.51,279.29,109957.0
2025-03-04 05:45:00,280.0,281.31,278.63,278.79,84778.0
2025-03-04 05:30:00,280.19,281.01,279.73,279.94,106844.0
2025-03-04 05:15:00,283.12,283.13,279.5,280.13,141844.0
2025-03-04 05:00:00,283.56,283.56,281.73,283.1,61876.0
2025-03-04 04:45:00,284.73,284.8,283.1,283.52,44063.0
2025-03-04 04:30:00,284.8,285.05,283.85,284.78,50188.0
2025-03-04 04:15:00,284.93,285.16,283.85,284.9,90443.0
2025-03-04 04:00:00,281.57,286.0,281.57,285.0,168853.0
2025-03-03 19:45:00,282.06,282.5,281.5147,281.7512,98447.0
2025-03-03 19:30:00,284.2,284.2,282.0082,282.3,85491.0
2025-03-03 19:15:00,283.87,284.5,283.76,284.1,43891.0
2025-03-03 19:00:00,283.63,284.0,283.5,283.89,38057.0
2025-03-03 18:45:00,284.62,284.62,283.5,283.63,42819.0
2025-03-03 18:30:00,284.39,284.94,284.14,284.54,52599.0
2025-03-03 18:15:00,283.49,284.44,283.3801,284.4,44184.0
2025-03-03 18:00:00,283.14,283.49,282.7,283.38,41412.0
2025-03-03 17:45:00,282.74,283.4,282.31,283.1,64377.0
2025-03-03 17:30:00,283.66,283.95,282.2652,282.64,88544.0
2025-03-03 17:15:00,284.95,285.0,283.28,283.6672,87662.0
2025-03-03 17:00:00,284.51,304.0136,268.6323,284.9999,58883.0
2025-03-03 16:45:00,285.5532,302.5246,268.6323,284.57,151193.0
2025-03-03 16:30:00,285.37,285.87,284.65,285.5532,109477.0
2025-03-03 16:15:00,285.115,286.06,284.65,285.37,175646.0
2025-03-03 16:00:00,284.78,286.75,284.46,285.115,9539671.0
2025-03-03 15:45:00,277.92,284.98,277.7046,284.78,6184193.0
2025-03-03 15:30:00,280.06,281.6599,277.3,277.87,4517258.0
2025-03-03 15:15:00,281.7,283.39,279.06,280.0924,4064975.0
2025-03-03 15:00:00,283.26,283.3544,280.93,281.728,4368629.0
2025-03-03 14:45:00,289.41,289.41,283.12,283.3393,3278448.0
2025-03-03 14:30:00,286.425,290.26,286.3,289.5247,2191393.0
2025-03-03 14:15:00,288.54,288.8599,286.3,286.425,2338941.0
2025-03-03 14:00:00,287.78,289.809,287.32,288.486,2295547.0
2025-03-03 13:45:00,285.8228,289.58,285.41,287.849,2749020.0
2025-03-03 13:30:00,285.5087,287.37,284.71,285.83,3004823.0
2025-03-03 13:15:00,286.6,288.82,285.03,285.415,3500562.0
2025-03-03 13:00:00,289.96,290.55,285.72,286.57,5110902.0
2025-03-03 12:45:00,295.965,296.0424,289.3509,289.94,5331322.0
2025-03-03 12:30:00,298.485,298.6999,295.4101,295.94,2565796.0
2025-03-03 12:15:00,300.075,300.2799,297.93,298.48,2012456.0
2025-03-03 12:00:00,301.65,301.65,299.35,300.09,2153776.0
2025-03-03 11:45:00,298.27,302.479,298.031,301.65,3281481.0
2025-03-03 11:30:00,298.99,300.15,297.4411,298.31,2303601.0
2025-03-03 11:15:00,298.5,300.73,298.0413,298.945,2885536.0
2025-03-03 11:00:00,295.49,298.8,295.2,298.46,2777060.0
2025-03-03 10:45:00,300.47,300.6407,294.86,295.415,3216641.0
2025-03-03 10:30:00,300.78,301.7,296.6,300.52,3606756.0
2025-03-03 10:15:00,296.08,300.92,294.86,300.73,4464236.0
2025-03-03 10:00:00,294.95,298.51,291.69,296.0801,5800376.0
2025-03-03 09:45:00,299.68,302.98,293.2,295.1,7991051.0
2025-03-03 09:30:00,300.34,303.94,295.0391,299.68,11986569.0
2025-03-03 09:15:00,300.68,301.01,275.325,300.2517,361279.0
2025-03-03 09:00:00,301.98,303.01,300.44,300.6,386922.0
2025-03-03 08:45:00,300.97,302.3,300.62,301.98,236157.0
2025-03-03 08:30:00,302.24,302.33,300.36,300.955,320078.0
2025-03-03 08:15:00,301.7015,303.33,301.5,302.33,259765.0
2025-03-03 08:00:00,303.04,304.44,292.967,301.66,1212504.0
2025-03-03 07:45:00,302.7,303.65,302.65,303.09,171272.0
2025-03-03 07:30:00,303.39,303.57,302.13,302.7,215781.0
2025-03-03 07:15:00,303.7,304.42,302.6,303.43,275415.0
2025-03-03 07:00:00,300.78,303.87,300.071,303.7,402238.0
2025-03-03 06:45:00,299.74,301.14,299.7,300.89,167950.0
2025-03-03 06:30:00,299.36,299.99,299.21,299.77,102026.0
2025-03-03 06:15:00,299.59,299.95,299.03,299.39,93697.0
2025-03-03 06:00:00,298.55,299.64,298.1,299.54,168650.0
2025-03-03 05:45:00,297.48,298.6,297.4,298.59,109442.0
2025-03-03 05:30:00,297.35,297.65,297.1,297.42,46036.0
2025-03-03 05:15:00,297.03,297.4,296.6,297.34,45349.0
2025-03-03 05:00:00,297.48,297.65,296.88,297.03,49860.0
2025-03-03 04:45:00,297.27,297.7,297.0,297.46,52096.0
2025-03-03 04:30:00,296.87,297.52,296.83,297.29,56542.0
2025-03-03 04:15:00,296.0,297.7,296.0,296.81,85634.0
2025-03-03 04:00:00,298.0,298.99,295.36,296.0,243556.0
2025-02-28 19:45:00,293.6,294.45,293.35,294.45,88888.0
2025-02-28 19:30:00,293.22,293.75,293.22,293.6,47093.0
2025-02-28 19:15:00,292.9985,293.7,292.95,293.45,45574.0
2025-02-28 19:00:00,292.72,293.0,292.64,292.9999,24912.0
2025-02-28 18:45:00,292.92,292.98,292.55,292.76,31452.0
2025-02-28 18:30:00,292.48,293.0,292.35,292.98,32186.0
2025-02-28 18:15:00,292.2798,292.48,292.18,292.4,28935.0
2025-02-28 18:00:00,292.405,292.48,292.1,292.28,30532.0
2025-02-28 17:45:00,292.47,292.65,292.22,292.44,39824.0
2025-02-28 17:30:00,292.8,292.8,292.33,292.45,25949.0
2025-02-28 17:15:00,292.62,307.9074,284.161,292.79,54730.0
2025-02-28 17:00:00,292.9,309.1025,274.4579,292.62,56723.0
2025-02-28 16:45:00,291.92,292.98,291.85,292.9,119166.0
2025-02-28 16:30:00,291.98,292.9903,291.14,291.92,1186807.0
2025-02-28 16:15:00,292.98,293.2,291.69,291.902,622845.0
2025-02-28 16:00:00,293.31,305.895,280.96,292.47,18638498.0
2025-02-28 15:45:00,290.59,293.62,288.89,293.31,5966863.0
2025-02-28 15:30:00,293.26,293.44,289.67,290.6052,3631903.0
2025-02-28 15:15:00,291.07,293.3969,288.83,293.2622,3294210.0
2025-02-28 15:00:00,289.72,291.99,288.8201,291.085,2998874.0
2025-02-28 14:45:00,289.07,291.0,288.5058,289.75,2707098.0
2025-02-28 14:30:00,285.91,289.4499,285.18,289.0693,2936723.0
2025-02-28 14:15:00,283.416,286.1692,283.35,285.915,1657322.0
2025-02-28 14:00:00,283.18,284.85,283.0725,283.3995,1531942.0
2025-02-28 13:45:00,287.01,287.45,282.81,283.17,3096490.0
2025-02-28 13:30:00,286.06,289.7476,285.12,287.0699,2577146.0
2025-02-28 13:15:00,284.25,286.3,281.33,286.12,3463920.0
2025-02-28 13:00:00,283.9888,285.39,283.4013,284.22,2822440.0
2025-02-28 12:45:00,288.06,288.49,283.81,283.87,3432789.0
2025-02-28 12:30:00,290.27,290.8489,287.63,288.2832,1624719.0
2025-02-28 12:15:00,290.34,291.94,288.9,290.27,2221508.0
2025-02-28 12:00:00,288.69,290.48,288.44,290.385,1615435.0
2025-02-28 11:45:00,290.03,291.05,288.38,288.755,1795786.0
2025-02-28 11:30:00,287.94,290.94,287.175,290.1,2482420.0
2025-02-28 11:15:00,289.9,291.48,287.4228,287.94,3123972.0
2025-02-28 11:00:00,291.76,292.0799,289.02,289.8875,3033014.0
2025-02-28 10:45:00,289.765,292.12,289.11,291.76,2978354.0
2025-02-28 10:30:00,292.395,293.0,280.3,289.735,5098185.0
2025-02-28 10:15:00,287.995,292.57,286.0,292.3526,6998907.0
2025-02-28 10:00:00,281.355,288.08,278.32,287.725,7098614.0
2025-02-28 09:45:00,282.49,285.1473,280.11,281.365,7302701.0
2025-02-28 09:30:00,279.5,282.7199,273.6,282.53,12914716.0
2025-02-28 09:15:00,280.49,280.74,277.57,279.5,338626.0
2025-02-28 09:00:00,279.69,281.39,279.54,280.48,261945.0
2025-02-28 08:45:00,280.78,281.06,279.306,279.69,268772.0
2025-02-28 08:30:00,277.59,282.0,277.3,280.78,723174.0
2025-02-28 08:15:00,278.59,278.76,276.83,277.63,493364.0
2025-02-28 08:00:00,282.7,284.1988,277.4,278.62,737269.0
2025-02-28 07:45:00,279.46,280.11,278.5,279.35,196769.0
2025-02-28 07:30:00,281.07,281.22,279.11,279.43,162177.0
2025-02-28 07:15:00,280.47,281.65,280.47,281.05,93472.0
2025-02-28 07:00:00,282.6,282.7,280.2,280.49,184021.0
2025-02-28 06:45:00,282.72,283.09,282.14,282.61,39245.0
2025-02-28 06:30:00,283.03,283.34,281.9,282.82,59583.0
2025-02-28 06:15:00,282.52,283.13,282.16,282.99,31061.0
2025-02-28 06:00:00,281.64,283.2,281.61,282.55,47366.0
2025-02-28 05:45:00,281.93,282.68,281.52,281.64,76775.0
2025-02-28 05:30:00,281.06,282.0,280.98,281.9,53550.0
2025-02-28 05:15:00,282.81,282.9,280.43,280.98,90849.0
2025-02-28 05:00:00,283.3,283.7,282.64,282.92,41977.0
2025-02-28 04:45:00,283.1,283.37,282.4,283.3,51862.0
2025-02-28 04:30:00,283.43,283.69,282.85,283.1,69246.0
2025-02-28 04:15:00,283.0,284.19,282.7,283.45,113412.0
2025-02-28 04:00:00,280.33,283.2,279.5,283.06,227219.0
2025-02-27 19:45:00,282.51,282.8,282.2,282.295,80180.0
2025-02-27 19:30:00,282.95,283.55,282.5,282.51,73061.0
2025-02-27 19:15:00,283.4,283.7,282.6022,282.965,53051.0
2025-02-27 19:00:00,283.13,283.68,281.95,283.4,57849.0
2025-02-27 18:45:00,283.0587,283.39,282.75,283.1299,69848.0
2025-02-27 18:30:00,282.33,283.2,282.2,283.02,64737.0
2025-02-27 18:15:00,282.15,282.49,282.0,282.32,36215.0
2025-02-27 18:00:00,281.65,282.6,281.5,282.19,91581.0
2025-02-27 17:45:00,282.26,282.57,281.49,281.6,75849.0
2025-02-27 17:30:00,282.11,282.6,282.07,282.22,56866.0
2025-02-27 17:15:00,281.77,355.0,281.7,282.14,62076.0
2025-02-27 17:00:00,281.81,301.163,262.0621,281.8,71278.0
2025-02-27 16:45:00,282.88,283.0,281.8,281.87,108446.0
2025-02-27 16:30:00,282.85,283.1,281.95,282.95,995868.0
2025-02-27 16:15:00,282.0001,282.95,281.71,282.85,141018.0
2025-02-27 16:00:00,281.99,282.99,281.08,282.0787,8663474.0
2025-02-27 15:45:00,282.321,284.4,281.26,281.96,6319374.0
2025-02-27 15:30:00,281.93,284.67,281.88,282.35,2741694.0
2025-02-27 15:15:00,282.41,282.99,281.5,281.9299,2767963.0
2025-02-27 15:00:00,284.63,284.71,281.7,282.45,2672997.0
2025-02-27 14:45:00,284.84,285.93,284.08,284.7206,2173536.0
2025-02-27 14:30:00,284.95,285.08,282.96,284.85,2755225.0
2025-02-27 14:15:00,286.155,286.9,284.63,284.9389,2116872.0
2025-02-27 14:00:00,288.525,288.7299,285.79,286.09,2231543.0
2025-02-27 13:45:00,289.82,290.44,288.4,288.5289,2314848.0
2025-02-27 13:30:00,291.33,291.8244,289.59,289.82,1922555.0
2025-02-27 13:15:00,289.92,291.6699,289.15,291.31,1871530.0
2025-02-27 13:00:00,289.5864,290.61,287.96,289.9874,2679488.0
2025-02-27 12:45:00,285.66,289.83,285.61,289.535,3449398.0
2025-02-27 12:30:00,286.0,286.82,284.69,285.72,1531749.0
