datetime,open,high,low,close,volume,4h_rsi,4h_sma_20,4h_bb_percent,4h_macd_diff,4h_ema_13,4h_elder_bull,4h_elder_bear,4h_force_index,4h_roc,4h_price_sma_diff
2024-12-25 12:00:00,97907.61,98832.89,97632.02,98519.98,2843.35507,58.85252601725261,96055.33200000001,0.8465919928801243,455.48069022028744,97074.87693519522,1758.013064804778,557.1430648047826,1270302.255078696,5.6510338779352836,2464.6479999999865
2024-12-25 16:00:00,98519.99,99299.99,98134.4,99018.52,2094.84554,60.73158159348831,96151.19399999999,0.8812279775720713,456.15415510522746,97352.54023016735,1947.4497698326595,781.8597698326485,1238025.4037119704,6.420273504835694,2867.3260000000155
2024-12-25 20:00:00,99018.52,99569.15,98384.61,99429.6,2707.93332,62.26191929183596,96353.788,0.8843779131672941,457.7707402880119,97649.26305442916,1919.8869455708336,735.34694557084,1220189.9502082039,4.793486019978405,3075.8120000000054
2024-12-26 00:00:00,99429.61,99963.7,98468.26,98995.17,3339.03441,59.6177014070453,96561.719,0.7971138574433757,404.8918858865687,97841.535475225,2122.1645247749984,626.7245247749961,838651.8546446998,4.924728732495129,2433.451000000001
2024-12-26 04:00:00,98995.18,98995.18,97711.17,97719.99,2538.93374,52.56138706410132,96688.405,0.6266115688126762,266.0508112678679,97824.17183590715,1171.0081640928402,-113.0018359071546,256330.5144707168,3.700182494087277,1031.5850000000064
2024-12-26 08:00:00,97719.99,97772.13,95199.14,95695.81,6056.25765,43.71619332321257,96671.938,0.3805828130392081,32.20274712259618,97520.12014506328,252.00985493672488,-2320.9801450632804,-1531567.5033075346,1.374183515433483,-976.127999999997
2024-12-26 12:00:00,95695.81,96280.25,95234.93,96042.88,4267.56835,45.41243179740474,96703.8815,0.4185313744589592,-97.68091677558215,97309.08583862567,-1028.8358386256732,-2074.15583862568,-1101180.0103729542,-2.296154628687686,-661.0014999999985
2024-12-26 16:00:00,96042.89,96621.95,95444.44,96102.25,2892.18792,45.71382078498092,96712.37299999999,0.42469472498739647,-173.73069975208227,97136.68071882201,-514.7307188220148,-1692.2407188220095,-919338.6950610485,-1.5154985458760468,-610.1229999999923
2024-12-26 20:00:00,96102.24,96114.46,95302.0,95791.6,2098.3852,44.334502591246554,96839.4345,0.3605659670918518,-235.26963837149344,96944.52633041887,-830.0663304188638,-1642.5263304188702,-881127.9332494684,-2.9108816039312537,-1047.8344999999972
2024-12-27 00:00:00,95791.6,96443.68,95401.03,96417.84,2935.2441,47.75667497718493,97008.087,0.41165861204355,-224.16112986881026,96869.28542607333,-425.6054260733363,-1468.2554260733305,-492657.1906161198,-1.644036059356838,-590.247000000003
2024-12-27 04:00:00,96417.84,96604.24,94646.03,95104.76,4600.52902,41.9352407503573,97019.2515,0.2111157073007516,-291.35289853335337,96617.21036520571,-12.970365205706912,-1971.1803652057133,-1285257.9698969037,-3.0377635245099874,-1914.4915000000037
2024-12-27 08:00:00,95104.76,97544.58,95104.76,96952.38,4963.50857,50.98841381898288,97149.43299999999,0.46801139300895606,-201.72691823645664,96665.0917416049,879.4882583950966,-1560.3317416049103,208447.12638886078,-0.9756442834218871,-197.05299999998533
2024-12-27 12:00:00,96952.38,97035.8,94011.11,94573.75,6425.73336,41.925542652647,97166.461,0.070533154861982,-287.7585781998252,96366.32863566135,669.4713643386494,-2355.218635661353,-2004822.769109095,-4.005512384391467,-2592.7109999999957
2024-12-27 16:00:00,94573.75,94996.16,93500.01,94750.0,5278.97717,42.73771812908973,97184.03099999999,0.08847704206389577,-315.67678930672497,96135.42454485259,-1139.2645448525873,-2635.414544852596,-1585502.4126345816,-4.310829933632621,-2434.030999999988
2024-12-27 20:00:00,94750.11,94823.09,94100.6,94299.03,2297.27207,41.15188440832076,96983.9825,0.07550107944025698,-345.01532159812814,95873.08246701652,-1049.99246701652,-1772.4824670165108,-1507002.1801736276,-5.160002655144953,-2684.9524999999994
2024-12-28 00:00:00,94299.03,94720.0,94135.66,94594.91,1341.52605,42.65534450908176,96834.6735,0.16207305009082826,-325.25752741987964,95690.48640029988,-970.4864002998802,-1554.8264002998767,-1235011.7647668228,-4.44492392911694,-2239.763500000001
2024-12-28 04:00:00,94594.91,94800.0,94307.0,94381.99,971.18403,41.82720459290637,96620.59400000001,0.1675167932262974,-307.4919428359752,95503.55834311419,-703.5583431141858,-1196.5583431141858,-1088122.1560383623,-3.415882461715356,-2238.6040000000066
2024-12-28 08:00:00,94381.98,94883.0,94312.67,94754.83,1063.67759,43.881792738473045,96456.8615,0.24932427030448,-253.82366683566056,95396.59715124074,-513.5971512407414,-1083.9271512407431,-876021.6262249397,-0.9833032397134168,-1702.0314999999973
2024-12-28 12:00:00,94754.83,95340.36,94375.8,94447.29,2013.14298,42.54692923431562,96275.0095,0.2324980323100515,-223.30740574509127,95260.98184392064,79.37815607935772,-885.18184392064,-839321.6784884079,-1.6613308555511987,-1827.7195000000065
2024-12-28 16:00:00,94447.28,95245.24,94389.45,95027.76,1698.97945,45.89251884681285,96131.017,0.33637781164091535,-151.72240550812927,95227.66443764626,17.57556235374068,-838.2144376462675,-578531.9242269922,-1.1180695561238214,-1103.2570000000123
2024-12-28 20:00:00,95027.75,95733.99,94878.26,95300.0,1297.3828,47.438430206787274,95970.018,0.395406889102106,-77.47363167500407,95237.99808941109,495.991910588913,-359.73808941109746,-445427.4359842781,-0.513197399354438,-670.0179999999964
