datetime,open,high,low,close,volume,15m_rsi,15m_sma_20,15m_bb_percent,15m_macd_diff,15m_ema_13,15m_elder_bull,15m_elder_bear,15m_force_index,15m_roc,15m_price_sma_diff
2024-12-20 11:30:00,93636.0,93680.0,92701.51,93150.0,2277.99138,26.08125136002809,95684.935,0.09128701205437008,-217.67149170117034,94690.80686558047,-1010.8068655804673,-1989.2968655804725,-361649.1823854802,-3.0197050632979945,-2534.9349999999977
2024-12-20 11:45:00,93150.0,93411.99,92612.1,92723.98,1487.63669,24.040372355859688,95457.0655,0.08131453401227133,-240.36656932136964,94409.83159906897,-997.8415990689682,-1797.7315990689676,-400522.58242666966,-2.880121801031372,-2733.085500000001
2024-12-20 12:00:00,92723.99,93054.18,92337.11,92567.99,1707.2465,23.32078511563776,95183.474,0.10000196853332205,-245.13234633528612,94146.71137063055,-1092.5313706305606,-1809.601370630553,-381349.83944214316,-2.6421498072941505,-2615.4839999999967
2024-12-20 12:15:00,92567.99,93783.78,92232.54,93643.6,1717.75743,37.265022481614956,94962.7325,0.2838944729011278,-159.25401421100582,94074.83831768333,-291.05831768333155,-1842.2983176833368,-62923.138195794025,-1.6081365808124526,-1319.1324999999924
2024-12-20 12:30:00,93643.61,93906.63,93506.91,93777.1,944.46796,38.75372494738493,94748.3875,0.32253596195070183,-80.82388177139012,94032.30427230001,-125.67427230000612,-525.3942723000073,-35921.76521639488,-1.432530856366306,-971.2874999999913
2024-12-20 12:45:00,93777.1,94244.0,93767.99,93941.75,1055.3082,40.625122429654205,94553.84850000001,0.3702669754349716,-9.001439537180772,94019.36794768574,224.632052314264,-251.37794768573076,-5967.728024053637,-0.9177122901831425,-612.0985000000073
2024-12-20 13:00:00,93941.74,94277.19,93725.06,94109.61,684.20203,42.55233194737361,94402.861,0.4283417182463879,55.139750188009316,94032.25966944492,244.93033055508567,-307.199669444919,11291.969230211223,0.11357102470828784,-293.25100000000384
2024-12-20 13:15:00,94109.6,94163.54,93581.32,93836.85,471.47976,40.26528475702283,94262.679,0.3804324961191355,82.85907882180481,94004.34400238136,159.19599761863356,-423.02400238135306,-8692.714850904309,-0.9344818590737137,-425.8289999999979
2024-12-20 13:30:00,93836.85,95628.28,93836.85,95480.35,1946.69622,55.71135126757075,94234.17450000001,0.8707156172572452,208.39918138713585,94215.20200204117,1413.077997958826,-378.352002041167,449605.5640663677,0.5352841964545858,1246.1754999999976
2024-12-20 13:45:00,95480.36,95803.57,95040.0,95204.0,1076.86828,53.21942205854201,94220.6875,0.7989320140237367,265.67510455825516,94356.45885889244,1447.111141107569,683.541141107562,342862.9764600286,0.894949349578152,983.3125
2024-12-20 14:00:00,95204.0,95209.94,94745.87,95162.65,674.1093,52.83858089633462,94224.8125,0.783557310826971,291.55348773870367,94471.62902190781,738.310978092195,274.240978092188,289900.491315024,1.1507651838047206,937.8374999999942
2024-12-20 14:15:00,95162.65,95483.36,94871.97,95218.75,609.93326,53.3265759514334,94227.0435,0.7988996076034017,301.9504354813894,94578.36059020669,904.9994097933086,293.60940979330917,253374.31482516392,1.6903220983382459,991.7065000000002
2024-12-20 14:30:00,95218.75,96235.29,95053.71,95971.99,1260.01125,59.40092680286127,94268.6425,0.9770409575453342,345.90053426919513,94777.45050589145,1457.8394941085426,276.2594941085554,352762.39470014145,3.029511540526039,1703.3475000000035
2024-12-20 14:45:00,95971.98,95988.0,95097.73,95627.99,701.06528,55.82747485826018,94309.4495,0.8528346137269655,337.7654905636088,94898.95614790697,1089.043852093033,198.77385209302884,267915.4159829784,3.1318867028788127,1318.5405000000028
2024-12-20 15:00:00,95628.0,96340.14,95608.01,96337.89,737.11561,61.03670789703028,94426.2015,0.9641514591651129,363.89854105512546,95104.5181267774,1235.621873222597,503.4918732225924,304395.8382052666,4.072574115523081,1911.6885000000038
2024-12-20 15:15:00,96337.89,97143.0,96260.74,97065.35,1094.89325,65.52354944575146,94543.36850000001,1.0347081956838406,410.4314712089607,95384.63696580922,1758.3630341907847,876.1030341907899,374695.1532680867,3.654013728647766,2521.9814999999944
2024-12-20 15:30:00,97065.34,97308.14,96759.26,97207.69,912.13771,66.34031545655014,94655.15400000001,0.9860616366167964,429.03486983549584,95645.07311355077,1663.0668864492327,1114.186886449228,339714.94303570245,3.65823852518365,2552.535999999993
2024-12-20 15:45:00,97207.69,97572.0,96880.0,96991.62,750.01562,63.86686672383467,94786.75850000001,0.8922389289756977,405.3066121469152,95837.4369544721,1734.5630455279024,1042.5630455279024,268033.3976001157,3.246554380773187,2204.8614999999845
2024-12-20 16:00:00,96991.63,97548.03,96817.72,97509.19,695.78044,67.03722573134937,94958.2175,0.9213321399621988,402.18498198661155,96076.25881811895,1471.7711818810494,741.4611818810517,281187.9239902141,3.6123622231565955,2550.9725000000035
2024-12-20 16:15:00,97509.19,97700.0,97288.0,97395.99,511.87628,65.67985946800488,95146.217,0.8582026031105714,370.97189902169083,96264.79184410196,1435.2081558980426,1023.2081558980426,232740.44986361233,3.792902255350642,2249.773000000001
2024-12-20 16:30:00,97395.99,97630.67,97062.0,97450.0,533.40713,66.03324398944301,95361.217,0.8312360140798594,333.6133106161005,96434.10729494454,1196.5627050554613,627.892705055463,203607.43118185306,2.0628851905130157,2088.782999999996
2024-12-20 16:45:00,97450.01,97496.0,96300.0,96727.99,1153.03705,57.50845078352446,95561.41750000001,0.6970316472219646,244.07708170117178,96476.0905385239,1019.9094614760979,-176.09053852390207,55591.472374374935,1.6007625730011399,1166.5724999999948
2024-12-20 17:00:00,96728.0,96987.68,96427.0,96968.25,473.80833,59.387358294798354,95781.4305,0.7215531222123882,187.38407795610192,96546.3990330205,441.28096697949513,-119.39903302049788,63912.2890874353,1.8973830594251062,1186.8194999999978
2024-12-20 17:15:00,96968.25,97285.71,96764.0,97275.73,541.96362,61.7202370079654,95963.037,0.7559780858527508,158.1112495498051,96650.58917116043,635.1208288395719,113.41082883956551,78588.10120031566,2.160267804397764,1312.6929999999993
2024-12-20 17:30:00,97275.73,97320.66,96920.95,97179.16,394.26507,60.543954212604476,96133.14,0.7171894805589196,121.41349127903487,96726.09928956609,594.5607104339142,194.8507104339078,61922.06134171386,1.2578357497849093,1046.020000000004
2024-12-20 17:45:00,97179.15,97375.45,96846.0,97206.59,325.68795,60.77264121774311,96296.382,0.7043006474022497,89.6223523500745,96794.74081962807,580.7091803719231,51.25918037192605,54352.28407411156,1.6507719131187335,910.2079999999987
2024-12-20 18:00:00,97206.6,97308.39,96800.0,96941.41,308.35274,57.314129354460896,96437.97200000001,0.6257195062893721,43.69517732313295,96815.69355968121,492.6964403187885,-15.6935596812109,34906.389264495934,0.6264617171914437,503.43799999999464
2024-12-20 18:15:00,96941.4,96948.0,96602.69,96806.66,408.85695,55.583130222522236,96586.4625,0.5683495904313511,-0.4604651195296583,96814.40305115533,133.59694884467172,-211.71305115532596,22049.265939210803,-0.2665111700519313,220.1975000000093
2024-12-20 18:30:00,96806.67,97169.75,96614.45,97044.01,235.73744,57.98989718091116,96664.6455,0.6232780113739537,-17.443431318368084,96847.20404384744,322.54595615256403,-232.75404384743888,26892.55385989468,-0.16838174016891827,379.36449999999604
2024-12-20 18:45:00,97044.0,97272.0,96884.0,96993.58,263.50101,57.279712441003205,96754.1245,0.5861735755000032,-34.830505503663005,96868.11489472639,403.8851052736136,15.88510527361359,21152.423889295704,0.0020207931365682965,239.4554999999964
2024-12-20 19:00:00,96992.26,97138.02,96840.0,97094.47,205.12025,58.37792538486081,96850.7155,0.602651416619019,-41.82313292999862,96900.4513383369,237.5686616630992,-60.45133833690488,21087.017908324873,-0.4253137576058228,243.75449999999546
2024-12-20 19:15:00,97094.48,97727.27,97068.0,97584.33,408.85202,63.30978981490389,96968.9945,0.8192633526246064,-17.01567734222249,96998.14829000307,729.1217099969363,69.85170999693219,46686.051138164206,0.19337551782162335,615.335500000001
2024-12-20 19:30:00,97584.34,97748.0,97215.76,97232.9,412.68942,58.00011640141423,97032.04000000001,0.6177133684493861,-27.22737382804212,97031.68424857406,716.3157514259365,184.07575142593123,19297.837708340307,-0.22278091328887206,200.85999999998603
2024-12-20 19:45:00,97232.9,97460.0,97048.33,97116.0,313.08726,56.308388931234575,97106.4405,0.5085447698791342,-43.823869008413965,97043.72935592063,416.27064407936996,4.600644079371705,11312.446508006238,0.4011351833114642,9.559500000003027
2024-12-20 20:00:00,97116.0,97232.0,96863.98,97185.45,305.31608,57.10879831693051,97148.81850000001,0.5421487558550984,-51.55991150011795,97063.97516221768,168.02483778231544,-199.99516221768863,12725.55440057665,0.2239908423633479,36.63149999998859
2024-12-20 20:15:00,97185.44,97219.36,96852.0,97099.99,212.55061,55.75524561945137,97150.5505,0.4416807635530267,-63.105336605636126,97069.12013904373,150.23986095626606,-217.12013904373453,8312.67875326595,-0.18066171284449956,-50.56049999999232
2024-12-20 20:30:00,97100.0,97151.99,96562.5,96704.01,442.64115,49.85857274670077,97125.3665,0.05545105707372116,-96.10600981317066,97016.96154775178,135.02845224822522,-454.46154775178,-17914.424293915563,-0.4889422793940683,-421.35650000000896
2024-12-20 20:45:00,96704.01,96938.9,96422.06,96451.88,393.61817,46.48731671213567,97098.3795,-0.08168080339921856,-131.42525107647492,96936.23561235868,2.6643876413145335,-514.175612358682,-29532.784995084214,-0.7763979787790024,-646.4994999999908
2024-12-20 21:00:00,96451.88,96642.97,95393.84,95580.29,667.77568,37.13863746524488,97001.9345,-0.350336044580203,-205.57917818641033,96742.52909630744,-99.55909630743554,-1348.6890963074402,-108460.47355738752,-1.4040645788007518,-1421.6445000000094
2024-12-20 21:15:00,95580.3,96209.11,95580.29,96148.61,401.0176,44.91716587376901,96939.5655,0.057232555728343446,-207.82641380028826,96657.68351112066,-448.57351112065953,-1077.3935111206665,-60408.07413033177,-0.6797569506065004,-790.9554999999964
2024-12-20 21:30:00,96148.61,96461.66,96132.0,96408.85,301.24861,48.08506786201342,96887.508,0.23093484983233215,-184.0733918772221,96622.13586667486,-160.47586667485302,-490.1358666748565,-40578.786645084154,-0.6545071663876925,-478.6579999999958
2024-12-20 21:45:00,96408.86,96647.36,96260.31,96623.29,234.56351,50.60591679017065,96882.273,0.3552190552893888,-147.77239340644303,96622.30074286417,25.059257135828375,-361.99074286417454,-27596.131540872542,-0.3817675355420515,-258.98300000000745
2024-12-20 22:00:00,96623.29,96948.66,96451.03,96780.62,241.99367,52.43094458932623,96872.8915,0.44842447947561254,-108.81734825944415,96644.91777959786,303.74222040214227,-193.8877795978624,-18214.84644916212,-0.32324189008911197,-92.27150000000256
2024-12-20 22:15:00,96780.62,97260.61,96716.0,97160.76,310.29882,56.60318322722818,96867.14300000001,0.665785734646971,-55.77365548658514,96718.6095253696,542.0004746304039,-2.6095253695966676,1238.2735342610101,-0.4340553447464434,293.6169999999838
2024-12-20 22:30:00,97160.77,97206.05,96936.0,97127.86,229.88409,56.14421079018669,96864.578,0.6492202697607321,-22.91223777054188,96777.07387888823,428.97612111177295,158.92612111177004,-19.07790791894281,-0.10802927815584396,263.2820000000065
2024-12-20 22:45:00,97127.86,97513.0,97078.89,97463.93,196.16539,59.735774926725064,96877.445,0.822643828624057,19.175696161290944,96875.1961819042,637.8038180957956,203.693818095795,9401.547881397837,0.3582622842785875,586.484999999986
2024-12-20 23:00:00,97463.93,97664.0,97389.38,97632.41,222.25274,61.440639210519905,96911.995,0.8726267876619253,54.101405096524815,96983.36958448932,680.6304155106773,406.0104155106819,13407.775560512764,0.45990423463595265,720.4150000000081
2024-12-20 23:15:00,97632.41,97793.27,97454.98,97783.43,207.68356,62.954804057043745,96960.8335,0.896770125644465,81.46954232882183,97097.66392956229,695.606070437716,357.3160704377078,15973.003513467773,0.7038517717663902,822.5964999999997
2024-12-20 23:30:00,97783.43,97784.28,97450.04,97528.0,190.85601,58.752460873309644,96985.033,0.7548065980166083,76.54168202953923,97159.1405110534,625.1394889466028,290.89948894659756,6726.810063786855,0.8520742831657191,542.9670000000042
2024-12-20 23:45:00,97528.01,97816.44,97476.75,97805.44,204.32066,61.73984596598842,97025.62599999999,0.8469179053701154,85.4617072770748,97251.46900947434,564.9709905256605,225.28099052565813,13863.940613303086,1.4033526355318295,779.814000000013
2024-12-21 00:00:00,97805.44,97813.59,97349.6,97423.24,326.18275,55.74964288230903,97042.06450000001,0.6676226086600352,60.302248165427955,97276.00772240659,537.5822775934066,73.59227759341593,-5926.20048145436,1.9281695002181014,381.17549999999756
2024-12-21 00:15:00,97423.25,97499.32,97218.33,97240.01,269.63323,53.09025667486544,97024.8485,0.5965861831584305,27.6616884557603,97270.86519063423,228.4548093657795,-52.53519063422573,-12137.442803089854,1.135117813975672,215.16150000000198
2024-12-21 00:30:00,97240.0,97482.97,97216.32,97288.01,157.89034,53.713167847206904,97027.60399999999,0.6166539793263947,6.736703721411743,97273.31444911506,209.65555088494148,-56.9944491150527,-9320.84578550559,0.9119079835512911,260.4060000000027
2024-12-21 00:45:00,97288.01,97680.0,97272.87,97525.77,187.56313,56.77499291827921,97048.0925,0.7101086344245868,6.346422265410382,97309.37952781291,370.62047218708904,-36.50952781291562,-1618.5807034616848,0.9340191169230633,477.67750000000524
2024-12-21 01:00:00,97525.77,97655.71,97448.68,97590.43,196.85677,57.59649053782628,97068.34150000001,0.725039082204271,7.78605181286926,97349.5295952682,306.1804047318001,99.1504047317867,431.039218203959,0.8367481010144362,522.0884999999835
2024-12-21 01:15:00,97590.43,97668.68,97308.0,97478.43,347.9253,55.62450203716803,97087.2635,0.6666370376774399,-0.9946081107859754,97367.94393880133,300.736061198666,-59.94393880132702,-5197.342612968035,0.32695297978319465,391.1664999999921
2024-12-21 01:30:00,97478.43,97496.64,97198.76,97393.14,242.70834,54.105308823853896,97121.72,0.6162773260836755,-14.014014058823165,97371.54337611543,125.09662388457218,-172.78337611543247,-7412.092856629522,0.2731245185469945,271.41999999999825
2024-12-21 01:45:00,97393.15,97492.0,97314.78,97357.23,152.40859,53.44348315845608,97166.9875,0.5842296790265253,-25.824428111352915,97369.49860809895,122.50139190105256,-54.71860809894861,-7135.0785152396675,-0.10947639808901313,190.24249999999302
2024-12-21 02:00:00,97357.23,97374.7,97188.09,97300.78,180.4232,52.35923121215643,97253.012,0.5276565258442847,-37.50990376482511,97359.68166408481,15.018335915185162,-171.59166408481542,-7570.765818776783,-0.3396720412821978,47.76799999999639
2024-12-21 02:15:00,97300.77,97532.0,97250.0,97407.83,105.15976,54.25458562060697,97315.973,0.5655592750258461,-37.98481781479785,97366.55999778699,165.44000221301394,-116.55999778698606,-4881.034657808627,-0.3841141592189917,91.85700000000361
2024-12-21 02:30:00,97407.82,97610.54,97367.29,97547.86,130.90795,56.68229241834789,97372.92349999999,0.6536667502520399,-29.21699162107194,97392.45999810314,218.08000189685845,-25.169998103141552,-1565.0239583359885,0.020363382823394904,174.9365000000107
2024-12-21 02:45:00,97547.86,97583.13,97382.04,97396.0,91.41942,53.37413255372592,97411.559,0.48284899812420057,-33.67676529928764,97392.96571265983,190.16428734017245,-10.92571265983861,-3324.7281244594265,-0.4186270211554719,-15.55899999999383
2024-12-21 03:00:00,97396.0,97435.24,97275.82,97323.98,129.32142,51.82920529202795,97438.727,0.33753302935711915,-41.021595170979026,97383.11061085129,52.129389148714836,-107.29061085128342,-4180.299630736727,-0.10188534070516368,-114.74700000000303
2024-12-21 03:15:00,97323.99,97424.0,97314.55,97377.2,91.87581,52.913823936571006,97449.549,0.3907025049695747,-41.70367352354461,97382.26623787254,41.733762127463706,-67.71623787253338,-2884.595310888608,0.14108390157508452,-72.34900000000198
2024-12-21 03:30:00,97377.2,97448.99,97244.0,97267.99,193.2055,50.405721279135115,97456.5555,0.19449622008523934,-48.44476465471047,97365.9410610336,83.04893896639987,-121.94106103360537,-5486.792074332868,-0.020578075345553396,-188.56549999999697
2024-12-21 03:45:00,97268.0,97487.47,97254.01,97487.46,75.18712,55.01989619288476,97457.73199999999,0.5481196345811437,-37.544143315083005,97383.30090945738,104.16909054262214,-129.29090945738426,-2345.6336027995894,-0.039281925177312285,29.728000000017346
2024-12-21 04:00:00,97487.47,97599.99,97378.5,97496.0,87.96066,55.19458311311774,97450.9115,0.5753901657352893,-29.532956090614874,97399.4007795349,200.5892204651027,-20.90077953490254,-1903.2310829140145,-0.0967615369662712,45.08849999999802
2024-12-21 04:15:00,97496.0,97546.46,97399.99,97435.44,143.15552,53.604734532176444,97433.512,0.5037482571051966,-28.095258853041088,97404.54923960134,141.91076039866311,-4.559239601338049,-2869.840684097679,-0.04410206442593576,1.9279999999998836
2024-12-21 04:30:00,97435.44,97573.0,97435.43,97556.16,76.19477,56.306538303958504,97434.92000000001,0.7335693171363445,-19.220163379579972,97426.2079196583,146.79208034169278,9.222080341685796,-1145.8302100265696,0.1673834522636852,121.23999999999069
2024-12-21 04:45:00,97556.15,97643.0,97474.35,97588.0,117.21688,57.01750664122727,97424.04800000001,0.890288442648874,-11.77700526826277,97449.32107399285,193.67892600715277,25.02892600715859,-448.9708287085468,0.2370342705929535,163.95199999999022
2024-12-21 05:00:00,97588.0,97752.0,97541.06,97752.0,166.1079,60.5758782903514,97440.486,1.1130733284404977,2.8394442256757344,97492.5609205653,259.4390794346982,48.49907943469589,3506.8386611069595,0.46373728967023814,311.5139999999956
2024-12-21 05:15:00,97752.0,97752.0,97577.07,97601.93,112.53716,56.00673601060939,97458.58200000001,0.7916108394582861,1.1360700105025074,97508.18507477026,243.8149252297444,68.88492522975139,593.2257664915678,0.1992652952026457,143.34799999998359
2024-12-21 05:30:00,97601.92,97920.0,97548.21,97910.51,216.32902,62.30321614105596,97489.70700000001,1.1953199239748944,18.56042232965345,97565.66006408879,354.33993591120816,-17.45006408878544,10044.880512935682,0.371766228392908,420.80299999998533
2024-12-21 05:45:00,97910.51,98692.0,97910.5,98691.98,672.54511,72.88660533758421,97548.0175,1.4444290654635465,77.1966818197858,97726.56291207612,965.437087923885,183.93708792388497,83691.87288418785,1.3306295946445397,1143.9624999999942
2024-12-21 06:00:00,98691.98,98837.49,98417.19,98802.05,527.63028,73.99408056376325,97608.5985,1.2310511597160516,115.56683036275399,97880.20392463668,957.2860753633286,536.9860753633257,80032.50031781869,1.5187110103799772,1193.4515000000101
2024-12-21 06:15:00,98802.04,98802.05,98318.6,98409.53,377.52168,63.96082872170042,97655.15349999999,0.9263945090186844,106.88562675226166,97955.82193540287,846.2280645971332,362.7780645971361,47430.027439044374,1.0601352267265867,754.376500000013
2024-12-21 06:30:00,98409.52,98593.74,98328.24,98528.48,387.3322,65.48804867731323,97711.92050000001,0.9283618722302205,101.56583673516084,98037.63023034533,556.1097696546785,290.60976965467853,47236.189974895016,1.295893952368082,816.5594999999885
2024-12-21 06:45:00,98528.48,98745.0,98528.47,98726.76,475.7155,67.92784766956913,97780.397,0.9573353909390188,103.46295400428656,98136.077340296,608.922659703996,392.3926597039972,53963.14416990994,1.2712404241530022,946.3629999999976
2024-12-21 07:00:00,98726.76,98733.0,98500.0,98687.71,399.795,66.92439749294317,97849.74350000001,0.8873668364337738,94.40237976918468,98214.88200596801,518.1179940319853,285.1179940319853,44023.83860992347,1.2223168129974629,837.966499999995
2024-12-21 07:15:00,98687.71,98932.52,98656.0,98930.1,357.81334,69.89699528111912,97925.85699999999,0.9335885475366077,96.69438824399282,98317.05600511545,615.4639948845579,338.94399488455383,50124.77244887723,1.5340003596227445,1004.2430000000168
2024-12-21 07:30:00,98930.09,99540.61,98872.0,99495.99,779.87792,75.4453491641506,98023.2635,1.0538542228596348,126.40645292863269,98485.47514724181,1055.1348527581868,386.52485275818617,106010.53583458041,1.9884238986036369,1472.7265000000043
2024-12-21 07:45:00,99495.99,99538.26,99032.14,99040.0,570.21714,65.0423510419121,98105.4635,0.8418220452738129,106.24522192559033,98564.69298335013,973.5670166498603,467.44701664986496,53721.41447698279,1.4878878550641472,934.536500000002
2024-12-21 08:00:00,99040.0,99187.95,98732.5,99020.94,421.96798,64.64112674349656,98190.31150000001,0.8024690960895206,83.52295793571693,98629.87112858583,558.0788714141672,102.62887141417013,44897.968166156825,1.2981217775595408,830.6284999999916
2024-12-21 08:15:00,99020.93,99020.93,98588.1,98588.11,222.2846,56.167739021675054,98250.85699999999,0.6267437092320433,33.79042623634922,98623.90525307358,397.0247469264141,-35.80525307357311,24739.480796991513,1.0104103474183426,337.2530000000115
2024-12-21 08:30:00,98588.11,98706.48,98438.01,98466.93,182.21984,54.03223984085638,98310.80399999999,0.5622641530281355,-10.452796784423754,98601.48021692022,104.99978307978017,-163.470216920221,18050.783510106816,0.5682944558250165,156.12600000000384
2024-12-21 08:45:00,98466.93,98706.16,98466.93,98650.0,197.70449,56.709995900280134,98368.931,0.6168778187091039,-29.49577635705174,98608.41161450304,97.74838549696142,-141.48161450304906,20642.637434991753,-0.04253638441542659,281.06900000000314
2024-12-21 09:00:00,98650.0,98686.77,98343.76,98475.34,235.54579,53.507467275352454,98417.898,0.5253262336131395,-54.50773312678416,98589.40138385976,97.36861614024383,-245.64138385976548,11816.4852755071,-0.33067127655752726,57.44199999999546
2024-12-21 09:15:00,98475.34,98548.19,98339.15,98448.01,152.72008,53.00307856305128,98468.5265,0.49014237405494354,-72.4232705013494,98569.20261473695,-21.01261473694467,-230.05261473695282,9532.153123806049,0.03910190405339394,-20.516500000012456
2024-12-21 09:30:00,98448.01,98584.49,98337.12,98391.12,155.5245,51.90621821205325,98510.27449999998,0.4375693248491063,-86.67313046558434,98543.7622412031,40.72775879690016,-206.64224120310973,6906.447133976627,-0.13941146762844672,-119.15449999998964
2024-12-21 09:45:00,98391.11,98615.99,98296.01,98565.82,124.83309,54.98679363864209,98559.16549999999,0.5038899492003271,-82.90133527886377,98546.91334960266,69.07665039734275,-250.90334960266773,9035.289089551603,-0.16301557956524432,6.654500000018743
2024-12-21 10:00:00,98565.82,98649.9,98425.73,98592.93,142.73138,55.46353187703962,98601.21199999998,0.4946291789084799,-77.26153960780027,98553.4871568023,96.41284319770057,-127.75715680229769,8297.311749872519,-0.09604032761527588,-8.281999999991967
2024-12-21 10:15:00,98592.94,98646.68,98392.6,98544.0,303.41176,54.344793939296636,98648.3155,0.41610731545877605,-75.42316531027637,98552.13184868768,94.54815131230862,-159.53184868767858,4991.133297491034,-0.3902755581971572,-104.31549999999697
2024-12-21 10:30:00,98543.99,98560.8,98137.61,98236.74,239.58656,47.82159801958707,98664.62700000001,0.11604255511742932,-92.37793134608097,98507.07587030374,53.724129696260206,-369.4658703037421,-6238.3666629503605,-1.2656288961997362,-427.88700000000244
2024-12-21 10:45:00,98236.74,98274.05,98043.12,98131.22,218.93088,45.78888538032938,98636.589,0.08123087897302185,-107.1379533169304,98453.38217454607,-179.33217454607075,-410.2621745460783,-8647.398062186152,-0.9175888529886902,-505.36900000000605
2024-12-21 11:00:00,98131.22,98228.55,98064.43,98107.44,174.08509,45.32134785748739,98601.8585,0.11382450221047916,-114.28796257778833,98403.96186389663,-175.41186389663198,-339.5318638966419,-8003.447401902387,-0.9225321432012259,-494.41849999999977
2024-12-21 11:15:00,98107.45,98226.92,97800.0,97888.85,300.73379,41.16086257385219,98575.82450000002,0.014892945733400323,-128.4651817057068,98330.37445476855,-103.45445476855093,-530.3744547685492,-16251.15479535904,-0.7092741710942574,-686.9745000000112
2024-12-21 11:30:00,97888.85,98334.64,97821.51,98331.06,222.80649,50.9672750203995,98565.95349999999,0.3359432163363497,-103.84021619954532,98330.47238980162,4.167610198375769,-508.9623898016289,145.76131010627694,-0.1379854129706241,-234.89349999999104
2024-12-21 11:45:00,98331.06,98424.77,98160.0,98262.08,139.03322,49.57916969239513,98542.7195,0.306088375791006,-88.57195318013972,98320.70204840139,104.06795159861213,-160.70204840139195,-1245.1348078516817,-0.3932285859097803,-280.6395000000048
2024-12-21 12:00:00,98262.08,98283.95,97688.94,97917.76,480.81464,43.24753171332276,98504.222,0.1187683628238049,-97.33835974507608,98263.13889862977,20.811101370229153,-574.1988986297656,-24717.84367027335,-0.566212820387319,-586.4619999999995
2024-12-21 12:15:00,97917.76,98200.0,97849.7,97853.25,153.53356,42.161159014683925,98450.37950000001,0.1233955066932579,-102.63100773440854,98204.58334168266,-4.583341682664468,-354.8833416826674,-22601.644568177042,-0.6041361323606184,-597.12950000001
